#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Candidatus Altimarinus pacificus JGI 0000068-E11	Bacteria	unclassified Bacteria	Gracilibacteria	0.501814	-	-	-	1
Candidatus Aminicenans sakinawicola JGI OTU-1	Bacteria	unclassified Bacteria	Aminicenantes	2.91363	-	-	-	1
Candidatus Amoebophilus asiaticus	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	1.88436	1	-	-	1
Candidatus Ancillula trichonymphae	Bacteria	Actinobacteria	Actinobacteria	1.15841	-	-	-	1
Candidatus Aquiluna	Bacteria	Actinobacteria	Actinobacteria	1.35986	-	-	-	1
Candidatus Arthromitus	Bacteria	Firmicutes	Clostridia	1.6549	1	-	-	12
Candidatus Atelocyanobacterium thalassa	Bacteria	Cyanobacteria	Oscillatoriophycideae	1.4855	1	-	-	2
Candidatus Azobacteroides pseudotrichonymphae	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	1.22492	1	-	4	1
Candidatus Babela massiliensis	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.11842	1	-	-	1
Candidatus Bacteroides timonensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	7.01722	-	-	-	1
Candidatus Baumannia cicadellinicola	Bacteria	Proteobacteria	Gammaproteobacteria	0.759425	1	-	-	2
Candidatus Blastococcus massiliensis	Bacteria	Actinobacteria	Actinobacteria	3.87468	-	-	-	1
Candidatus Blochmannia chromaiodes	Bacteria	Proteobacteria	Gammaproteobacteria	0.791219	1	-	-	1
Candidatus Blochmannia floridanus	Bacteria	Proteobacteria	Gammaproteobacteria	0.705557	1	-	-	1
Candidatus Blochmannia pennsylvanicus	Bacteria	Proteobacteria	Gammaproteobacteria	0.791654	1	-	-	1
Candidatus Blochmannia vafer	Bacteria	Proteobacteria	Gammaproteobacteria	0.722585	1	-	-	1
Candidatus Burkholderia kirkii	Bacteria	Proteobacteria	Betaproteobacteria	4.00944	-	-	-	1
Candidatus Caedibacter acanthamoebae	Bacteria	Proteobacteria	Alphaproteobacteria	2.17577	1	-	4	1
Candidatus Caldatribacterium californiense OP9-cSCG	Bacteria	unclassified Bacteria	Atribacteria	2.08053	-	-	-	1
Candidatus Caldatribacterium saccharofermentans OP9-77CS	Bacteria	unclassified Bacteria	Atribacteria	2.25236	-	-	-	1
Candidatus Carsonella ruddii	Bacteria	Proteobacteria	Gammaproteobacteria	0.174014	1	-	-	7
Candidatus Chloracidobacterium thermophilum	Bacteria	Fibrobacteres/Acidobacteria group	Acidobacteria	3.69537	2	-	-	1
Candidatus Cloacimonas acidaminovorans	Bacteria	unclassified Bacteria	Cloacimonetes	2.24682	1	-	-	1
Candidatus Clostridium anorexicamassiliense	Bacteria	Firmicutes	Clostridia	4.43367	-	-	-	1
Candidatus Contendobacter odensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.61165	-	-	-	1
Candidatus Desulforudis audaxviator	Bacteria	Firmicutes	Clostridia	2.34948	1	-	-	1
Candidatus Endolissoclinum faulkneri	Bacteria	Proteobacteria	Alphaproteobacteria	1.51864	1	-	-	2
Candidatus Entotheonella	Bacteria	Proteobacteria	delta/epsilon subdivisions	9.94778	-	-	-	2
Candidatus Fervidibacter sacchari JGI OTU-1	Bacteria	unclassified Bacteria	Fervidibacteria	1.53686	-	-	-	1
Candidatus Glomeribacter gigasporarum	Bacteria	Proteobacteria	Betaproteobacteria	1.72695	-	-	-	1
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	2.16936	1	-	1	2
Candidatus Hepatobacter penaei	Bacteria	Proteobacteria	Alphaproteobacteria	1.11561	-	-	-	1
Candidatus Hepatoplasma crinochetorum	Bacteria	Tenericutes	Mollicutes	0.657101	1	-	-	1
Candidatus Hodgkinia cicadicola	Bacteria	Proteobacteria	Alphaproteobacteria	0.150297	1	-	-	2
Candidatus Hydrogenedens terephthalicus JGI OTU-1	Bacteria	unclassified Bacteria	Hydrogenedentes	2.8744	-	-	-	1
Candidatus Kinetoplastibacterium crithidii	Bacteria	Proteobacteria	Betaproteobacteria	0.82193	1	-	-	2
Candidatus Kinetoplastibacterium desouzaii	Bacteria	Proteobacteria	Betaproteobacteria	0.833125	1	-	-	1
Candidatus Kinetoplastibacterium galatii	Bacteria	Proteobacteria	Betaproteobacteria	0.82214	1	-	-	1
Candidatus Kinetoplastibacterium oncopeltii	Bacteria	Proteobacteria	Betaproteobacteria	0.810172	1	-	-	1
Candidatus Koribacter versatilis	Bacteria	Fibrobacteres/Acidobacteria group	Acidobacteria	5.65037	1	-	-	1
Candidatus Latescibacter anaerobius SCGC AAA252-E07	Bacteria	unclassified Bacteria	Latescibacteria	2.29028	-	-	-	1
Candidatus Liberibacter americanus	Bacteria	Proteobacteria	Alphaproteobacteria	1.1952	1	-	-	2
Candidatus Liberibacter asiaticus	Bacteria	Proteobacteria	Alphaproteobacteria	1.26824	1	-	-	4
Candidatus Liberibacter solanacearum	Bacteria	Proteobacteria	Alphaproteobacteria	1.25828	1	-	-	2
Candidatus Magnetobacterium	Bacteria	Nitrospirae	Nitrospira	3.41568	-	-	-	1
Candidatus Magnetoglobus multicellularis	Bacteria	Proteobacteria	delta/epsilon subdivisions	12.4538	-	-	-	1
Candidatus Methylomirabilis oxyfera	Bacteria	unclassified Bacteria	candidate division NC10	2.75285	1	-	-	1
Candidatus Microgenomatus auricola SCGC AAA011-E14	Bacteria	unclassified Bacteria	Microgenomates	0.508619	-	-	-	1
Candidatus Microthrix parvicella	Bacteria	Actinobacteria	Actinobacteria	4.2115	-	-	-	2
Candidatus Midichloria mitochondrii	Bacteria	Proteobacteria	Alphaproteobacteria	1.18373	1	-	-	1
Candidatus Moranella endobia	Bacteria	Proteobacteria	Gammaproteobacteria	0.538294	1	-	-	2
Candidatus Mycoplasma haemolamae	Bacteria	Tenericutes	Mollicutes	0.756845	1	-	-	1
Candidatus Mycoplasma haemominutum	Bacteria	Tenericutes	Mollicutes	0.51388	-	-	-	1
Candidatus Nasuia deltocephalinicola	Bacteria	Proteobacteria	Betaproteobacteria	0.112091	1	-	-	1
Candidatus Nitrospira defluvii	Bacteria	Nitrospirae	Nitrospira	4.31708	1	-	-	1
Candidatus Odyssella thessalonicensis	Bacteria	Proteobacteria	Alphaproteobacteria	2.84765	-	-	-	1
Candidatus Omnitrophus fodinae SCGC AAA011-A17	Bacteria	unclassified Bacteria	Omnitrophica	2.03708	-	-	-	1
Candidatus Paceibacter normanii SCGC AAA255-P19	Bacteria	unclassified Bacteria	Parcubacteria	0.553464	-	-	-	1
Candidatus Paracaedibacter acanthamoebae	Bacteria	Proteobacteria	Alphaproteobacteria	2.48511	1	-	1	1
Candidatus Paracaedibacter symbiosus	Bacteria	Proteobacteria	Alphaproteobacteria	2.7204	-	-	2	1
Candidatus Pelagibacter	Bacteria	Proteobacteria	Alphaproteobacteria	1.45689	1	-	-	2
Candidatus Pelagibacter ubique	Bacteria	Proteobacteria	Alphaproteobacteria	1.43361	1	-	-	11
Candidatus Phaeomarinobacter ectocarpi	Bacteria	Proteobacteria	Alphaproteobacteria	3.4159	1	-	-	1
Candidatus Photodesmus blepharus	Bacteria	Proteobacteria	Gammaproteobacteria	1.11231	-	-	-	1
Candidatus Photodesmus katoptron	Bacteria	Proteobacteria	Gammaproteobacteria	1.01592	-	-	1	2
Candidatus Phytoplasma australiense	Bacteria	Tenericutes	Mollicutes	0.959779	1	-	3	2
Candidatus Phytoplasma mali	Bacteria	Tenericutes	Mollicutes	0.601943	1	-	-	1
Candidatus Poribacteria sp. WGA-4C	Bacteria	unclassified Bacteria	Poribacteria	1.62966	-	-	-	1
Candidatus Poribacteria sp. WGA-4E	Bacteria	unclassified Bacteria	Poribacteria	3.64767	-	-	-	1
Candidatus Poribacteria sp. WGA-4G	Bacteria	unclassified Bacteria	Poribacteria	0.189191	-	-	-	1
Candidatus Poribacteria sp. WGA-A3	Bacteria	unclassified Bacteria	Poribacteria	1.88486	-	-	-	1
Candidatus Portiera aleyrodidarum	Bacteria	Proteobacteria	Gammaproteobacteria	0.358242	1	-	-	5
Candidatus Prevotella conceptionensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.08012	-	-	-	1
Candidatus Profftella armatura	Bacteria	Proteobacteria	Betaproteobacteria	0.464857	1	-	1	1
Candidatus Protochlamydia	Bacteria	Chlamydiae/Verrucomicrobia group	Chlamydiae	2.7227	-	-	-	1
Candidatus Protochlamydia amoebophila	Bacteria	Chlamydiae/Verrucomicrobia group	Chlamydiae	2.41446	1	-	-	1
Candidatus Puniceispirillum marinum	Bacteria	Proteobacteria	Alphaproteobacteria	2.75353	1	-	-	1
Candidatus Regiella insecticola	Bacteria	Proteobacteria	Gammaproteobacteria	2.0674	-	-	1	2
Candidatus Rhodoluna lacicola	Bacteria	Actinobacteria	Actinobacteria	1.43043	1	-	-	1
Candidatus Rickettsia amblyommii	Bacteria	Proteobacteria	Alphaproteobacteria	1.48088	1	-	3	1
Candidatus Rickettsia gravesii	Bacteria	Proteobacteria	Alphaproteobacteria	1.3475	-	-	-	1
Candidatus Riesia pediculicola	Bacteria	Proteobacteria	Gammaproteobacteria	0.582127	1	-	1	1
Candidatus Ruthia magnifica	Bacteria	Proteobacteria	Gammaproteobacteria	1.16078	1	-	-	2
Candidatus Saccharibacteria bacterium RAAC3_TM7_1	Bacteria	unclassified Bacteria	Candidatus Saccharibacteria	0.845464	1	-	-	1
Candidatus Saccharimonas aalborgensis	Bacteria	unclassified Bacteria	Candidatus Saccharibacteria	1.01378	1	-	-	1
Candidatus Schmidhempelia bombi str. Bimp	Bacteria	Proteobacteria	Gammaproteobacteria	1.99854	-	-	-	1
Candidatus Sodalis pierantonius str. SOPE	Bacteria	Proteobacteria	Gammaproteobacteria	4.51314	1	-	-	1
Candidatus Solibacter usitatus	Bacteria	Fibrobacteres/Acidobacteria group	Acidobacteria	9.96564	1	-	-	1
Candidatus Stoquefichus massiliensis AP9	Bacteria	Firmicutes	Erysipelotrichia	3.50987	-	-	-	1
Candidatus Sulcia muelleri	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	0.276984	1	-	-	7
Candidatus Symbiobacter mobilis CR	Bacteria	Proteobacteria	Betaproteobacteria	2.99184	1	-	-	1
Candidatus Synechococcus spongiarum	Bacteria	Cyanobacteria	Oscillatoriophycideae	1.65871	-	-	-	1
Candidatus Tremblaya phenacola PAVE	Bacteria	Proteobacteria	Betaproteobacteria	0.1715	1	-	1	1
Candidatus Tremblaya princeps	Bacteria	Proteobacteria	Betaproteobacteria	0.138931	1	-	-	2
Candidatus Uzinura diaspidicola	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	0.263431	1	-	-	1
Candidatus Xenolissoclinum pacificiensis	Bacteria	Proteobacteria	Alphaproteobacteria	1.03957	-	-	-	1
Candidatus Zinderia insecticola	Bacteria	Proteobacteria	Betaproteobacteria	0.208564	1	-	-	1
CandidatusCalescibacterium nevadense OTU 1	Bacteria	unclassified Bacteria	Calescamantes	2.3179	-	-	-	1
Capnocytophaga	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.21812	-	-	-	10
Capnocytophaga canimorsus	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.57141	1	-	1	1
Capnocytophaga cynodegmi	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.6571	-	-	-	1
Capnocytophaga gingivalis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.66714	-	-	-	1
Capnocytophaga granulosa	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.74628	-	-	-	1
Capnocytophaga ochracea	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.66355	1	-	-	3
Capnocytophaga sputigena	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.99784	-	-	-	1
Carboxydothermus ferrireducens	Bacteria	Firmicutes	Clostridia	2.44199	-	-	-	1
Carboxydothermus hydrogenoformans	Bacteria	Firmicutes	Clostridia	2.40152	1	-	-	1
Cardinium endosymbiont of Bemisia tabaci	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	1.01259	-	-	-	1
Cardinium endosymbiont of Encarsia pergandiella	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	0.94493	1	-	1	1
Cardiobacterium hominis	Bacteria	Proteobacteria	Gammaproteobacteria	2.64249	-	-	-	1
Cardiobacterium valvarum	Bacteria	Proteobacteria	Gammaproteobacteria	2.55354	-	-	-	1
Carnimonas nigrificans	Bacteria	Proteobacteria	Gammaproteobacteria	2.72612	-	-	-	1
Carnobacterium	Bacteria	Firmicutes	Bacilli	2.6854	1	-	5	4
Carnobacterium alterfunditum	Bacteria	Firmicutes	Bacilli	2.61687	-	-	-	1
Carnobacterium divergens	Bacteria	Firmicutes	Bacilli	2.61922	-	-	-	1
Carnobacterium funditum	Bacteria	Firmicutes	Bacilli	2.35244	-	-	-	1
Carnobacterium gallinarum	Bacteria	Firmicutes	Bacilli	4.04143	-	-	-	1
Carnobacterium inhibens	Bacteria	Firmicutes	Bacilli	2.74861	-	-	-	1
Carnobacterium jeotgali	Bacteria	Firmicutes	Bacilli	2.51824	-	-	-	2
Carnobacterium maltaromaticum	Bacteria	Firmicutes	Bacilli	3.87669	1	-	-	3
Carnobacterium mobile	Bacteria	Firmicutes	Bacilli	2.63287	-	-	-	1
Carnobacterium pleistocenium	Bacteria	Firmicutes	Bacilli	2.66262	-	-	-	1
Castellaniella defragrans	Bacteria	Proteobacteria	Betaproteobacteria	3.95282	1	-	-	1
Catellicoccus marimammalium	Bacteria	Firmicutes	Bacilli	1.28587	-	-	-	1
Catelliglobosispora koreensis	Bacteria	Actinobacteria	Actinobacteria	7.68859	-	-	-	1
Catenibacterium mitsuokai	Bacteria	Firmicutes	Erysipelotrichia	2.67131	-	-	-	1
Catenovulum agarivorans	Bacteria	Proteobacteria	Gammaproteobacteria	5.03268	-	-	-	2
Catenulispora acidiphila	Bacteria	Actinobacteria	Actinobacteria	10.4678	1	-	-	1
Catenuloplanes japonicus	Bacteria	Actinobacteria	Actinobacteria	10.9715	-	-	-	1
Catonella morbi	Bacteria	Firmicutes	Clostridia	3.4792	-	-	-	1
Caulobacter	Bacteria	Proteobacteria	Alphaproteobacteria	5.8894	1	-	2	8
Caulobacter henricii	Bacteria	Proteobacteria	Alphaproteobacteria	5.9945	-	-	-	3
Caulobacter segnis	Bacteria	Proteobacteria	Alphaproteobacteria	4.65562	1	-	-	1
Caulobacter vibrioides	Bacteria	Proteobacteria	Alphaproteobacteria	4.43042	1	-	-	3
Caulobacteraceae bacterium PMMR1	Bacteria	Proteobacteria	Alphaproteobacteria	2.67343	-	-	-	1
Cecembia lonarensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.84284	-	-	-	1
Cedecea	Bacteria	Proteobacteria	Gammaproteobacteria	5.05287	1	-	-	3
Cedecea davisae	Bacteria	Proteobacteria	Gammaproteobacteria	4.88818	-	-	-	1
Cedecea neteri	Bacteria	Proteobacteria	Gammaproteobacteria	4.87644	1	-	-	1
Celeribacter baekdonensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.3336	-	-	-	1
Cellulomonas	Bacteria	Actinobacteria	Actinobacteria	4.49523	-	-	-	4
Cellulomonas fimi	Bacteria	Actinobacteria	Actinobacteria	4.26634	1	-	-	1
Cellulomonas flavigena	Bacteria	Actinobacteria	Actinobacteria	4.12318	1	-	-	1
Cellulomonas massiliensis	Bacteria	Actinobacteria	Actinobacteria	3.41051	-	-	-	1
Cellulophaga	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.42007	-	-	-	1
Cellulophaga algicola	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.88835	1	-	-	1
Cellulophaga baltica	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.819	-	-	-	4
